,ref,original_image,posicao,farol_masks,milha_masks,roda_masks,limpador_masks,retrovisor_masks,vidro_traseiro_masks,vidro_lateral_masks,lampada_traseira_masks
86,CAR00086,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/1593605301.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00086.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00086.png
87,CAR00087,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/chevrolet_captiva_2012_cinza_004.jpg,frente,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00087.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00087.png
88,CAR00088,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Hyundai-HB20-Turbo-Comfort-Plus_2B_25283_2529.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00088.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00088.png
89,CAR00089,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/19169448953_85c93385e4_o.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00089.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00089.png
90,CAR00090,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/chevrolet_agile_2011_prata_006.jpg,lateral_traseira,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00090.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00090.png
91,CAR00091,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/onix-ltz-chevrolet-fotos-exterior-frente.jpg,frente,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00091.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00091.png
92,CAR00092,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/1481173679_99.jpg,frente,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00092.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00092.png
93,CAR00093,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Fiat Toro Brasil 2021_47.jpeg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00093.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00093.png
94,CAR00094,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Hyunday Creta Brasil 2021_34.png,lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00094.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00094.png
95,CAR00095,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Hyundai_Creta_Brasil_216.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00095.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00095.png
96,CAR00096,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/1526304832_62_59.jpg,lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00096.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00096.png
97,CAR00097,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/1593605465.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00097.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00097.png
98,CAR00098,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/2007_20Fiat_20Strada_20X-Space_20Adventure_20001.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00098.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00098.png
99,CAR00099,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/47ae2784713543.5d65a82f0d8ad.jpg,lateral_traseira,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00099.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00099.png
100,CAR00100,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/chevrolet_agile_2014_branco_003.jpg,lateral_traseira,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00100.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00100.png
101,CAR00101,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Novo-Chevrolet-Onix-2017_2B_25285_2529.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00101.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00101.png
102,CAR00102,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Strada_Adventure_CD_008.jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00102.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00102.png
103,CAR00103,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Hyunday Creta Brasil 2020_4.jpeg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00103.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00103.png
104,CAR00104,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/jeep_compass_vermelho_022.jpg,lateral_traseira,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00104.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00104.png
105,CAR00105,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/photos_fiat_strada_2009_10_1600x1200.jpg,lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00105.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00105.png
106,CAR00106,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/imagem_25281_2529(1).jpg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00106.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00106.png
107,CAR00107,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/so-maquiagem-eis-o-novo-hyundai-hb20-rspec-por-inteiro.jpg,lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00107.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00107.png
108,CAR00108,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/hyundai-creta_3.jpg,lateral_traseira,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00108.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00108.png
109,CAR00109,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/Fiat Toro Brasil 2020_62.jpeg,frente_lateral,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00109.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00109.png
110,CAR00110,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/images/1563171667.jpg,lateral_traseira,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/farol_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/milha_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/roda_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/limpador_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/retrovisor_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_traseiro_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/vidro_lateral_CAR00110.png,/content/drive/MyDrive/datasets/computer-vision-team/dataset_itens_obrigatorios/combined_masks/lampada_traseira_CAR00110.png
